Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Fasta headers	Number of proteins	Peptides	Razor + unique peptides	Unique peptides	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	Sequence lengths	Q-value	Score	Intensity	MS/MS count	Only identified by site	Reverse	Potential contaminant	id	Peptide IDs	Peptide is razor	Mod. peptide IDs	Evidence IDs	MS/MS IDs	Best MS/MS	Oxidation (M) site IDs	Oxidation (M) site positions
P26583;D6R9A6	P26583;D6R9A6	10;8	7;6	7;6	High mobility group protein B2 ;High mobility group protein B2 (Fragment) 	2	10	7	7	43.1	31.1	31.1	24.033	209	209;134	0	52.82	194670000	15				1149	5650;6320;7374;10212;10213;11591;11853;11854;12139;15596	True;True;True;False;False;True;True;True;True;False	5765;6454;7542;10502;10503;10504;11919;12188;12189;12485;16026	9535;10717;12579;12580;12581;12582;17409;17410;17411;19744;19745;20174;20175;20176;20177;20178;20661;20662;26488;26489	10855;12253;14387;14388;14389;14390;19803;19804;19805;19806;22444;22445;22904;22905;22906;22907;22908;23473;23474;30123;30124	10855;12253;14389;19803;19806;22444;22906;22908;23474;30123	168	13
P26599;P26599-2;P26599-3;A6NLN1;K7EKJ7;K7ELW5;K7ES59;K7EK45;O95758-1;O95758-6;O95758-2;O95758;O95758-5;O95758-4;O95758-7;X6R242	P26599;P26599-2;P26599-3;A6NLN1	16;16;16;8;6;5;5;5;3;3;3;3;3;3;2;1	16;16;16;8;6;5;5;5;3;3;3;3;3;3;2;1	16;16;16;8;6;5;5;5;3;3;3;3;3;3;2;1	Polypyrimidine tract-binding protein 1 ;Isoform 2 of Polypyrimidine tract-binding protein 1 ;Isoform 3 of Polypyrimidine tract-binding protein 1 ;Polypyrimidine tract binding protein 1, isoform CRA_e 	16	16	16	16	37.1	37.1	37.1	57.221	531	531;550;557;197;236;233;253;256;521;524;547;552;555;558;457;182	0	212.85	1766800000	49				1150	2504;2846;2847;3102;5135;5670;5793;7404;9277;9454;9828;9829;10461;10729;14589;15132	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	2565;2912;2913;3171;5243;5787;5913;7573;9487;9671;10059;10060;10061;10766;11040;14996;15550	4255;4256;4257;4847;4848;4849;4850;4851;5274;5275;8638;8639;8640;8641;9580;9581;9582;9816;9817;9818;9819;9820;12630;12631;15762;15763;16061;16062;16693;16694;16695;17872;17873;17874;17875;18334;24827;24828;25720;25721	4868;4869;4870;5522;5523;5524;5525;5526;6018;6019;9842;9843;9844;9845;10904;10905;10906;10907;11172;11173;11174;11175;11176;11177;11178;11179;14439;14440;14441;14442;17952;17953;17954;18291;18292;19008;19009;19010;20349;20350;20351;20352;20353;20354;20885;28255;28256;29279;29280;29281	4869;5523;5526;6019;9842;10906;11178;14441;17954;18291;19008;19010;20350;20885;28255;29281	254	1
P26639;P26639-2;G3XAN9;E7ERI3;D6R9F8;D6RCA5;D6RDJ6;D6RBR8;A2RTX5-2;B7ZLP8;A2RTX5	P26639;P26639-2;G3XAN9;E7ERI3	24;23;20;19;4;3;3;2;2;2;2	24;23;20;19;4;3;3;2;2;2;2	24;23;20;19;4;3;3;2;2;2;2	Threonine--tRNA ligase, cytoplasmic ;Isoform 2 of Threonine--tRNA ligase, cytoplasmic ;Threonine--tRNA ligase, cytoplasmic ;Threonine--tRNA ligase, cytoplasmic 	11	24	24	24	36.2	36.2	36.2	83.434	723	723;756;619;602;129;118;131;50;707;766;802	0	184.46	657820000	35				1151	318;391;706;2301;3419;3952;4026;4027;4624;7018;7155;7677;10423;10869;11339;11358;12154;13260;13683;13820;14853;14863;15124;15467	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	324;400;721;2357;3495;4035;4112;4113;4722;7177;7319;7849;10728;11182;11663;11682;12500;13631;14065;14207;15270;15280;15541;15896	536;537;662;1194;3915;5794;6634;6635;6748;6749;7743;7744;11899;11900;12164;12165;13126;13127;13128;13129;17810;18574;19313;19314;19345;19346;20686;22515;23244;23245;23246;23495;25263;25283;25284;25706;26292;26293;26294	611;612;746;1354;4484;6581;7534;7535;7668;7669;8834;8835;13615;13616;13921;13922;14974;14975;14976;14977;20276;21160;21973;21974;22011;22012;23502;25592;26427;26428;26429;26734;28756;28782;28783;29263;29911;29912;29913	612;746;1354;4484;6581;7535;7668;7669;8834;13616;13921;14976;20276;21160;21973;22011;23502;25592;26428;26734;28756;28782;29263;29913	255	647
P26640;B4DZ61;A2ABF4;H0Y426	P26640	18;6;4;1	18;6;4;1	18;6;4;1	Valine--tRNA ligase 	4	18	18	18	20.3	20.3	20.3	140.47	1264	1264;297;174;288	0	136.6	289190000	24				1152	1560;2564;4640;4755;5865;5983;6453;6684;6835;8319;9150;9205;9580;12132;12527;12644;14943;15654	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	1595;2625;4738;4856;5988;6107;6592;6835;6989;8506;9358;9414;9798;12477;12879;12997;15360;16084	2665;4354;4355;7770;7771;7978;9934;9935;10124;10940;10941;11339;11340;11596;11597;14188;14189;15552;15637;16275;16276;20647;21297;21486;21487;25420;26591	3071;4977;4978;8865;8866;9103;11310;11311;11522;12507;12508;12972;12973;13281;13282;16161;16162;17727;17819;18526;18527;23454;24190;24413;24414;28946;30240	3071;4977;8865;9103;11311;11522;12507;12972;13281;16161;17727;17819;18527;23454;24190;24414;28946;30240		
P26641;B4DTG2	P26641;B4DTG2	23;22	23;22	23;22	Elongation factor 1-gamma ;Elongation factor 1-gamma 	2	23	23	23	43.7	43.7	43.7	50.118	437	437;487	0	247.42	3548900000	68				1153	34;90;770;908;1559;3559;3608;6393;7050;7160;7340;7930;9794;9795;11085;11105;11106;11352;11482;12621;13056;14702;15407	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	34;90;790;931;1594;3636;3685;6528;7209;7210;7324;7508;8110;10018;10019;11405;11426;11427;11676;11807;12974;13422;15112;15831	50;51;52;53;150;1313;1314;1315;1539;1540;2664;6007;6008;6009;6077;6078;10839;10840;11955;11956;11957;12172;12173;12517;12518;12519;12520;13561;13562;16628;16629;16630;18926;18955;18956;18957;19334;19335;19560;19561;19562;21448;21449;21450;22158;22159;25017;25018;25019;26188;26189;26190	52;53;54;55;56;57;161;1501;1502;1503;1504;1760;1761;1762;3070;6822;6823;6824;6897;6898;12390;12391;12392;12393;12394;12395;12396;13679;13680;13681;13682;13929;13930;14320;14321;14322;14323;14324;15464;15465;18929;18930;18931;21557;21558;21588;21589;21590;21999;22000;22001;22253;22254;22255;24366;24367;24368;24369;25172;25173;28476;28477;28478;28479;28480;29798;29799;29800	55;161;1503;1761;3070;6823;6897;12393;13681;13929;14320;15464;18930;18931;21557;21588;21589;21999;22255;24368;25173;28477;29800	256	263
P26885	P26885	1	1	1	Peptidyl-prolyl cis-trans isomerase FKBP2 	1	1	1	1	8.5	8.5	8.5	15.649	142	142	0.0035971	6.1997	18353000	1				1154	9547	True	9765	16214;16215	18458;18459	18459		
P27144	P27144	1	1	1	Adenylate kinase 4, mitochondrial 	1	1	1	1	7.6	7.6	7.6	25.268	223	223	0.0005048	8.0637	13874000	1				1155	5824	True	5945	9865	11229	11229		
P27348;E9PG15	P27348;E9PG15	18;12	12;9	11;8	14-3-3 protein theta ;14-3-3 protein theta (Fragment) 	2	18	12	11	60.4	48.6	45.7	27.764	245	245;149	0	117.12	879320000	24				1156	782;1606;2264;2372;3011;3230;7146;7509;7698;7702;9119;10021;10637;11321;15565;15790;15791;15825	False;True;True;False;True;False;False;True;False;True;True;True;False;True;True;True;True;True	802;1642;2317;2430;2431;3079;3300;3301;7310;7678;7870;7874;9326;10281;10945;11644;15995;16222;16223;16257	1340;2739;2740;2741;3847;4027;4028;4029;4030;4031;4032;4033;4034;4035;4036;5128;5129;5130;5481;5482;5483;5484;5485;12145;12146;12808;12809;12810;13157;13165;15494;17062;17063;18173;18174;18175;19280;19281;26442;26443;26834;26835;26836;26837;26838;26891	1531;3153;3154;3155;3156;4411;4606;4607;4608;4609;4610;4611;4612;4613;4614;4615;4616;4617;4618;4619;4620;4621;4622;5849;5850;5851;6241;6242;6243;6244;6245;13895;13896;14628;14629;14630;15005;15013;17664;19432;19433;20697;20698;20699;20700;21936;21937;30076;30077;30506;30507;30508;30509;30510;30564	1531;3155;4411;4620;5849;6243;13895;14628;15005;15013;17664;19432;20699;21936;30077;30507;30510;30564	257;258	160;218
X1WI28;P27635;F8W7C6;H7C123;H7C2C5;Q96L21;B8A6G2;A6QRI9;H7C2U2	X1WI28;P27635;F8W7C6;H7C123;H7C2C5	12;12;10;6;6;5;4;4;1	12;12;10;6;6;5;4;4;1	12;12;10;6;6;5;4;4;1	60S ribosomal protein L10 (Fragment) ;60S ribosomal protein L10 ;60S ribosomal protein L10 ;60S ribosomal protein L10 (Fragment) ;60S ribosomal protein L10 (Fragment) 	9	12	12	12	53	53	53	22.975	200	200;214;163;91;131;214;108;181;28	0	104.95	1044600000	31				1157	793;2896;4049;4050;4381;8342;8439;10093;10094;11528;14059;14354	True;True;True;True;True;True;True;True;True;True;True;True	813;814;2963;4137;4138;4139;4475;8530;8628;10362;10363;10364;11853;14450;14451;14752	1355;1356;4930;6784;6785;6786;6787;7312;7313;7314;7315;14231;14232;14390;17197;17198;17199;17200;19634;23896;23897;23898;24410;24411;24412;24413	1546;1547;5613;7706;7707;7708;7709;7710;8310;8311;8312;8313;16219;16220;16404;16405;19576;19577;19578;19579;22330;27186;27187;27188;27189;27190;27788;27789;27790;27791;27792	1546;5613;7706;7709;8310;16220;16405;19577;19579;22330;27188;27789	259;260;261	52;102;184
P27694;I3L4R8	P27694;I3L4R8	10;5	10;5	10;5	Replication protein A 70 kDa DNA-binding subunit ;Replication protein A 70 kDa DNA-binding subunit (Fragment) 	2	10	10	10	23.9	23.9	23.9	68.137	616	616;313	0	83.368	217700000	16				1158	87;1389;1468;5390;8119;11980;12289;14391;14498;15255	True;True;True;True;True;True;True;True;True;True	87;1420;1501;5503;8300;12322;12638;14790;14904;15675	146;147;2355;2356;2512;2513;9059;13851;20404;20896;20897;24485;24486;24682;24683;25931;25932	157;158;2700;2701;2888;2889;10315;15793;23172;23738;23739;27872;27873;28095;28096;29518;29519	157;2700;2888;10315;15793;23172;23739;27873;28096;29519		
P27695;G3V3M6;G3V5Q1;G3V3C7;G3V5D9;H7C4A8;G3V5M0;G3V359	P27695;G3V3M6;G3V5Q1;G3V3C7;G3V5D9	8;7;6;5;4;3;3;3	8;7;6;5;4;3;3;3	8;7;6;5;4;3;3;3	DNA-(apurinic or apyrimidinic site) lyase ;DNA-(apurinic or apyrimidinic site) lyase (Fragment) ;DNA-(apurinic or apyrimidinic site) lyase (Fragment) ;DNA-(apurinic or apyrimidinic site) lyase (Fragment) ;DNA-(apurinic or apyrimidinic site) lyase (Fragment	8	8	8	8	31.4	31.4	31.4	35.554	318	318;263;242;174;107;150;162;172	0	69.837	364910000	13				1159	4430;5874;7196;7471;7946;10329;13622;15066	True;True;True;True;True;True;True;True	4524;5997;7361;7640;8126;10631;14002;15483	7393;9948;12231;12232;12733;12734;13583;13584;17631;23128;23129;25605;25606;25607	8404;11324;13997;13998;14550;14551;15490;15491;20061;26283;26284;29146;29147;29148	8404;11324;13998;14550;15491;20061;26283;29146		
P27797;K7EJB9;K7EL50	P27797;K7EJB9	16;11;3	16;11;3	16;11;3	Calreticulin ;Calreticulin (Fragment) 	3	16	16	16	45.1	45.1	45.1	48.141	417	417;247;163	0	159.76	981840000	33				1160	1730;4278;4317;4328;4329;4966;5142;5496;5889;5922;5923;6305;7457;7588;11180;14369	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	1770;4370;4409;4420;4421;5070;5250;5610;6012;6045;6046;6439;7626;7759;11502;14767	2934;7138;7139;7204;7205;7222;7223;7224;7225;7226;7227;8354;8651;9241;9242;9243;9972;9973;10024;10025;10026;10027;10690;10691;12708;12967;12968;19066;19067;24441;24442;24443;24444	3366;8113;8114;8189;8190;8191;8210;8211;8212;8213;8214;8215;9523;9855;10520;10521;10522;11349;11350;11414;11415;11416;11417;11418;11419;12222;12223;14520;14802;14803;21705;21706;27825;27826;27827;27828	3366;8114;8190;8210;8213;9523;9855;10521;11350;11414;11415;12223;14520;14802;21705;27825		
P28066;P28066-2	P28066;P28066-2	7;4	7;4	7;4	Proteasome subunit alpha type-5 ;Isoform 2 of Proteasome subunit alpha type-5 	2	7	7	7	41.5	41.5	41.5	26.411	241	241;183	0	68.812	480150000	15				1161	692;5099;5336;6853;6898;8111;12571	True;True;True;True;True;True;True	707;5207;5447;7008;7009;7055;8292;12924	1166;1167;8579;8580;8969;11623;11624;11625;11700;13842;13843;21368;21369	1323;1324;1325;9779;9780;10209;13314;13315;13316;13400;15784;15785;24271;24272;24273	1325;9780;10209;13314;13400;15785;24271	262	59
P28070	P28070	5	5	5	Proteasome subunit beta type-4 	1	5	5	5	28	28	28	29.204	264	264	0	54.397	102230000	7				1162	696;3491;4101;11353;14852	True;True;True;True;True	711;3568;4190;11677;15269	1173;1174;5908;6862;19336;25261;25262	1331;1332;6716;7806;22002;28754;28755	1332;6716;7806;22002;28755		
P28072;I3L3X7	P28072	5;2	5;2	5;2	Proteasome subunit beta type-6 	2	5	5	5	26.8	26.8	26.8	25.357	239	239;102	0	39.008	292690000	10				1163	2837;7650;11355;13698;15082	True;True;True;True;True	2903;7822;11679;14080;15499	4829;13081;13082;19339;19340;23267;23268;25636;25637;25638;25639	5498;14921;14922;22005;22006;26450;26451;29179;29180;29181;29182	5498;14922;22005;26450;29182		
P28074;P28074-3;H0YJM8;P28074-2	P28074;P28074-3	12;9;5;5	12;9;5;5	12;9;5;5	Proteasome subunit beta type-5 ;Isoform 3 of Proteasome subunit beta type-5 	4	12	12	12	47.5	47.5	47.5	28.48	263	263;160;118;203	0	111.43	288670000	15				1164	1390;1391;1852;5073;5448;5543;6731;6772;8570;11464;15045;15046	True;True;True;True;True;True;True;True;True;True;True;True	1421;1422;1894;5180;5561;5658;6884;6925;8760;11789;15462;15463	2357;2358;2359;3146;3147;8538;8539;9161;9338;9339;11414;11493;14624;19534;25574;25575;25576	2702;2703;2704;3603;3604;9731;9732;10435;10622;10623;13059;13162;16670;22227;29115;29116;29117	2702;2703;3603;9731;10435;10623;13059;13162;16670;22227;29115;29117		
P28370-2;P28370	P28370-2;P28370	8;8	1;1	1;1	Isoform 2 of Probable global transcription activator SNF2L1 ;Probable global transcription activator SNF2L1 	2	8	1	1	7.4	1	1	121.14	1042	1042;1054	0.00048709	7.0738	11724000	1				1165	1922;8050;8460;8733;9925;10550;11011;14616	False;False;True;False;False;False;False;False	1967;8231;8649;8926;10172;10856;11330;15023	3268;13743;14427;14895;14896;16879;18025;18026;18809;24871;24872	3745;15664;16451;16992;16993;16994;19220;20526;20527;21423;28303;28304	3745;15664;16451;16993;19220;20527;21423;28304		
P28482-2;P28482;E9PBK7	P28482-2;P28482	5;5;1	5;5;1	4;4;0	Isoform 2 of Mitogen-activated protein kinase 1 ;Mitogen-activated protein kinase 1 	3	5	5	4	18.7	18.7	14.9	36.432	316	316;360;311	0	38.113	62695000	7				1166	4;1192;2165;5145;6759	True;True;True;True;True	4;1221;2214;5253;6912	5;6;2033;3666;8655;11468	5;6;7;2334;4185;9859;13131	7;2334;4185;9859;13131		
P28838-2;P28838;H0Y9Q1;H0Y983	P28838-2;P28838;H0Y9Q1	20;20;10;2	20;20;10;2	20;20;10;2	Isoform 2 of Cytosol aminopeptidase ;Cytosol aminopeptidase ;Cytosol aminopeptidase (Fragment) 	4	20	20	20	51.2	51.2	51.2	52.771	488	488;519;208;119	0	141.91	357890000	31				1167	85;319;1113;1295;3421;3607;4815;4992;5168;5322;8042;8418;11244;11365;11705;12789;13029;13089;13257;13357	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	85;325;1141;1326;3497;3684;4919;5097;5276;5432;8223;8606;11566;11689;12037;13145;13394;13456;13628;13729	144;538;1896;1897;2211;5796;6075;6076;8094;8095;8405;8688;8689;8943;13733;14362;14363;19163;19356;19944;19945;21704;21705;21706;22105;22106;22225;22226;22510;22511;22687;22688	155;613;2179;2180;2542;6583;6895;6896;9235;9236;9580;9894;9895;10176;15654;16372;16373;16374;21814;22023;22654;22655;24644;24645;24646;25112;25113;25255;25256;25585;25586;25790;25791;25792	155;613;2179;2542;6583;6895;9236;9580;9894;10176;15654;16374;21814;22023;22655;24644;25113;25256;25585;25792		
P29373;Q5SYZ4;B5MCB5;P29762	P29373;Q5SYZ4	3;2;1;1	3;2;1;1	3;2;1;1	Cellular retinoic acid-binding protein 2 ;Cellular retinoic acid-binding protein 2 (Fragment) 	4	3	3	3	23.2	23.2	23.2	15.693	138	138;82;113;137	0	19.841	35868000	3				1168	13654;14261;14606	True;True;True	14034;14656;15013	23188;24242;24243;24854	26347;27590;27591;28285	26347;27590;28285		
P29401;P29401-2;B4E022;E9PFF2;F8W888;F8WAX4	P29401;P29401-2;B4E022	29;29;27;14;6;2	29;29;27;14;6;2	29;29;27;14;6;2	Transketolase ;Isoform 2 of Transketolase ;Transketolase 	6	29	29	29	57.3	57.3	57.3	67.877	623	623;631;576;334;153;81	0	250.25	2608100000	59				1169	1524;4817;5671;6183;6339;6491;6765;7095;7287;7303;7382;7927;8278;8279;9065;9885;9900;10156;10763;10873;10874;11086;11987;12130;12752;13625;13779;14540;14541	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	1559;4921;5788;6313;6474;6630;6918;7256;7454;7470;7550;8107;8465;8466;9270;10123;10139;10140;10440;11074;11186;11187;11406;12329;12475;13107;14005;14162;14947;14948	2603;2604;8097;8098;9583;9584;10474;10475;10744;10745;10746;10747;11002;11478;12050;12051;12052;12411;12441;12442;12594;13557;13558;14130;14131;14132;15415;16793;16794;16795;16819;16820;16821;17314;17315;18383;18583;18584;18585;18586;18927;20414;20415;20644;21647;21648;23133;23134;23399;24750;24751;24752;24753;24754	2994;2995;9238;9239;10908;10909;11945;11946;12281;12282;12283;12284;12285;12286;12577;13142;13790;13791;13792;14193;14229;14230;14403;15458;15459;15460;16097;16098;16099;16100;17582;19117;19118;19119;19147;19148;19149;19704;19705;20943;21173;21174;21175;21176;21559;23182;23183;23451;24582;24583;24584;26288;26289;26290;26602;28170;28171;28172;28173;28174;28175	2994;9238;10908;11946;12284;12577;13142;13792;14193;14229;14403;15460;16097;16100;17582;19117;19148;19704;20943;21173;21175;21559;23183;23451;24584;26289;26602;28170;28174	263	604
P29966	P29966	9	9	9	Myristoylated alanine-rich C-kinase substrate 	1	9	9	9	32.5	32.5	32.5	31.554	332	332	0	74.39	442150000	18				1170	70;352;353;2624;4513;4544;9251;9252;12837	True;True;True;True;True;True;True;True;True	70;359;360;2686;4607;4640;9460;9461;13196	114;115;116;117;595;596;597;4457;4458;7540;7541;7592;15712;15713;15714;21787;21788;21789;21790	122;123;124;125;672;673;674;675;5085;5086;5087;8573;8574;8631;17896;17897;17898;24749;24750;24751;24752	124;672;675;5087;8574;8631;17896;17898;24749		
P30040;F8VY02;P30040-2;F8W1G0	P30040;F8VY02	8;6;1;1	8;6;1;1	8;6;1;1	Endoplasmic reticulum resident protein 29 ;Endoplasmic reticulum resident protein 29 	4	8	8	8	39.1	39.1	39.1	28.993	261	261;160;53;95	0	67.468	191980000	16				1171	1944;3704;4403;6357;7916;10200;11163;12266	True;True;True;True;True;True;True;True	1990;3785;4497;6492;8095;10489;11485;12615	3308;3309;6240;7349;10773;10774;13538;17391;17392;17393;19042;19043;20865;20866	3790;3791;3792;7087;8349;8350;12314;12315;15436;19785;19786;19787;21679;21680;23704;23705;23706	3791;7087;8349;12314;15436;19787;21679;23705		
P30041	P30041	21	21	21	Peroxiredoxin-6 	1	21	21	21	84.4	84.4	84.4	25.035	224	224	0	218.57	2023800000	59				1172	1931;1946;1947;2038;2039;2040;3022;3839;5011;7769;7770;8363;9007;9263;10435;10825;11040;13991;15205;15206;15222	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	1976;1992;1993;2085;2086;2087;3090;3922;5116;7943;7944;8551;9210;9473;10740;11137;11359;14382;15624;15625;15641	3281;3282;3313;3314;3315;3460;3461;3462;3463;3464;5146;5147;5148;6452;6453;6454;6455;6456;8438;8439;13274;13275;13276;13277;14271;14272;14273;15327;15328;15731;15732;17827;17828;18493;18856;18857;18858;18859;23777;23778;25842;25843;25844;25845;25846;25870;25871	3759;3760;3796;3797;3798;3799;3958;3959;3960;3961;3962;3963;5869;5870;5871;5872;7328;7329;7330;7331;7332;7333;7334;9617;9618;15140;15141;15142;15143;16260;16261;16262;16263;16264;17475;17476;17477;17915;17916;17917;20295;20296;20297;21071;21474;21475;21476;21477;21478;21479;21480;27052;27053;29414;29415;29416;29417;29418;29444;29445;29446	3760;3796;3799;3959;3962;3963;5872;7333;9617;15140;15142;16262;17475;17917;20296;21071;21477;27052;29415;29418;29445		
P30044-2;P30044;P30044-3;P30044-4	P30044-2;P30044;P30044-3	7;7;6;2	7;7;6;2	7;7;6;2	Isoform Cytoplasmic+peroxisomal of Peroxiredoxin-5, mitochondrial ;Peroxiredoxin-5, mitochondrial ;Isoform 3 of Peroxiredoxin-5, mitochondrial 	4	7	7	7	48.8	48.8	48.8	17.031	162	162;214;170;125	0	60.488	439350000	11				1173	4168;5323;7244;8556;13176;14252;14839	True;True;True;True;True;True;True	4258;5433;7410;8746;13544;14647;15256	6969;6970;8944;12335;14597;22367;22368;24227;25240;25241	7916;7917;10177;10178;14111;16640;25416;25417;25418;27573;28731;28732	7916;10178;14111;16640;25417;27573;28731		
P30046;B7Z522;J3KQ18;A6NHG4;B5MC82;H7C342	P30046;B7Z522;J3KQ18;A6NHG4;B5MC82	8;6;6;6;6;2	8;6;6;6;6;2	8;6;6;6;6;2	D-dopachrome decarboxylase ;D-dopachrome decarboxylase ;D-dopachrome decarboxylase ;D-dopachrome decarboxylase-like protein ;Uncharacterized protein 	6	8	8	8	63.6	63.6	63.6	12.712	118	118;107;132;134;166;50	0	67.709	487050000	17				1174	3024;3756;6137;7853;11032;11033;12039;14873	True;True;True;True;True;True;True;True	3092;3837;6265;8030;11351;11352;12383;15290	5150;6317;6318;10391;13436;13437;13438;18842;18843;18844;20502;20503;25308	5874;7171;7172;7173;7174;7175;7176;11843;15327;15328;15329;15330;21458;21459;21460;23286;23287;28812	5874;7175;11843;15328;21458;21459;23286;28812		
P30048-2;P30048	P30048-2;P30048	9;9	9;9	9;9	Isoform 2 of Thioredoxin-dependent peroxide reductase, mitochondrial ;Thioredoxin-dependent peroxide reductase, mitochondrial 	2	9	9	9	47.1	47.1	47.1	25.838	238	238;256	0	94.838	1010700000	24				1175	499;2213;2214;2505;4902;5235;5615;10478;12700	True;True;True;True;True;True;True;True;True	509;2263;2264;2566;5006;5343;5730;10783;13053	837;838;3747;3748;3749;3750;4258;4259;8261;8262;8796;9473;9474;9475;9476;17903;17904;21564	937;938;939;4277;4278;4279;4280;4871;4872;4873;9424;9425;9426;10009;10783;10784;10785;10786;10787;10788;20387;20388;20389;24495	939;4277;4280;4872;9426;10009;10786;20388;24495		
P30049	P30049	2	2	2	ATP synthase subunit delta, mitochondrial 	1	2	2	2	13.7	13.7	13.7	17.49	168	168	0	14.393	92536000	2				1176	1203;5938	True;True	1232;6061	2052;10049	2358;11441	2358;11441		
P30050;P30050-2	P30050;P30050-2	9;7	9;7	9;7	60S ribosomal protein L12 ;Isoform 2 of 60S ribosomal protein L12 	2	9	9	9	64.2	64.2	64.2	17.818	165	165;132	0	102.05	1396700000	28				1177	930;1774;2942;2943;3168;5657;5682;6116;11096	True;True;True;True;True;True;True;True;True	953;1815;3009;3010;3237;5772;5799;6244;11417	1579;1580;3006;3007;5003;5004;5005;5006;5007;5008;5376;5377;9545;9546;9547;9548;9604;9605;10353;10354;18943;18944;18945;18946	1806;1807;3443;3444;3445;5704;5705;5706;5707;5708;5709;5710;6128;6129;10866;10867;10868;10869;10929;10930;10931;11799;11800;11801;21575;21576;21577;21578;21579	1807;3444;5707;5710;6129;10869;10931;11800;21578		
